GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
55262	1.13e-01	7.75e-02	0.227	-1.765622	-0.401647	215.77	TRAPPC14	trafficking protein particle complex subunit 14
63935	1.13e-01	7.75e-02	0.238	1.765337	0.419677	445.07	PCIF1	phosphorylated CTD interacting factor 1
51646	1.13e-01	7.76e-02	0.248	-1.764897	-0.437182	994.69	YPEL5	yippee like 5
6281	1.13e-01	7.76e-02	0.563	-1.764578	-0.992739	1046.1	S100A10	S100 calcium binding protein A10
56125	1.13e-01	7.77e-02	0.427	1.764355	0.753036	194.49	PCDHB11	protocadherin beta 11
8620	1.13e-01	7.77e-02	0.307	-1.764155	-0.542214	9.68	NPFF	neuropeptide FF-amide peptide precursor
100506020	1.13e-01	7.77e-02	0.274	1.764041	0.48334	61.09	ARAP1-AS2	ARAP1 antisense RNA 2
10695	1.13e-01	7.77e-02	0.233	-1.763992	-0.410476	686.78	CNPY3	canopy FGF signaling regulator 3
84302	1.13e-01	7.77e-02	0.57	-1.763984	-1.005139	384.73	PGAP4	post-GPI attachment to proteins GalNAc transferase 4
101927174	1.13e-01	7.79e-02	0.679	1.763262	1.196762	72.12	CHL1-AS2	CHL1 antisense RNA 2
353376	1.13e-01	7.79e-02	0.294	-1.763216	-0.517938	89.85	TICAM2	TIR domain containing adaptor molecule 2
51184	1.13e-01	7.79e-02	0.191	-1.763224	-0.33756	215.06	GPN3	GPN-loop GTPase 3
4135	1.13e-01	7.79e-02	0.421	-1.763176	-0.742367	653.89	MAP6	microtubule associated protein 6
167555	1.13e-01	7.79e-02	0.233	-1.76304	-0.41115	78.84	FAM151B	family with sequence similarity 151 member B
101927414	1.13e-01	7.80e-02	0.783	1.762606	1.380281	13.77	LOC101927414	uncharacterized LOC101927414
65059	1.13e-01	7.80e-02	0.251	1.762154	0.44204	798.46	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1
133686	1.13e-01	7.81e-02	0.304	1.762048	0.53653	1293.65	NADK2	NAD kinase 2, mitochondrial
100422860	1.13e-01	7.81e-02	0.437	-1.762002	-0.769655	5.55	MIR4292	microRNA 4292
100507632	1.13e-01	7.81e-02	0.771	-1.761939	-1.358776	16.03	LINC00968	long intergenic non-protein coding RNA 968
29882	1.13e-01	7.82e-02	0.222	1.76138	0.391225	262.5	ANAPC2	anaphase promoting complex subunit 2
101927735	1.13e-01	7.82e-02	0.919	-1.761186	-1.618039	8.29	TMEM132D-AS2	TMEM132D antisense RNA 2
105372106	1.14e-01	7.83e-02	0.509	1.760913	0.897167	23.74	LOC105372106	uncharacterized LOC105372106
10438	1.14e-01	7.83e-02	0.206	-1.760616	-0.361983	163.44	C1D	C1D nuclear receptor corepressor
9722	1.14e-01	7.84e-02	0.435	1.760274	0.765861	219.13	NOS1AP	nitric oxide synthase 1 adaptor protein
113219453	1.14e-01	7.84e-02	0.244	-1.760285	-0.430351	46.36	MIR12119	microRNA 12119
339483	1.14e-01	7.84e-02	0.329	-1.760098	-0.578912	70.66	MTMR9LP	myotubularin related protein 9 like, pseudogene
23235	1.14e-01	7.84e-02	0.297	-1.760065	-0.521908	1589.33	SIK2	salt inducible kinase 2
54014	1.14e-01	7.84e-02	0.208	1.759964	0.365945	3519.4	BRWD1	bromodomain and WD repeat domain containing 1
2959	1.14e-01	7.85e-02	0.221	-1.759751	-0.388521	427.19	GTF2B	general transcription factor IIB
100316904	1.14e-01	7.85e-02	0.472	1.759704	0.831075	16.79	SAP25	Sin3A associated protein 25
84622	1.14e-01	7.85e-02	0.219	-1.759448	-0.384451	516.74	ZNF594	zinc finger protein 594
121642	1.14e-01	7.86e-02	0.213	-1.758948	-0.374259	152.79	ALKBH2	alkB homolog 2, alpha-ketoglutarate dependent dioxygenase
146057	1.14e-01	7.86e-02	0.218	1.758843	0.38374	1225.8	TTBK2	tau tubulin kinase 2
57482	1.14e-01	7.86e-02	0.47	-1.758679	-0.826627	784.62	CRACD	capping protein inhibiting regulator of actin dynamics
105374353	1.14e-01	7.88e-02	0.293	-1.757845	-0.515553	12.63	LOC105374353	uncharacterized LOC105374353
692108	1.14e-01	7.88e-02	0.342	-1.757869	-0.600556	6.55	SNORD67	small nucleolar RNA, C/D box 67
105374970	1.14e-01	7.88e-02	0.58	1.757735	1.01939	6.34	LOC105374970	uncharacterized LOC105374970
653234	1.14e-01	7.88e-02	0.298	-1.757743	-0.523494	16.61	AGAP10P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 10, pseudogene
11232	1.14e-01	7.88e-02	0.198	-1.757708	-0.3482	70.73	POLG2	DNA polymerase gamma 2, accessory subunit
646603	1.14e-01	7.88e-02	0.262	1.757614	0.460332	158.93	C4orf51	chromosome 4 open reading frame 51
339761	1.14e-01	7.88e-02	0.614	-1.757422	-1.079711	35.33	CYP27C1	cytochrome P450 family 27 subfamily C member 1
57463	1.14e-01	7.89e-02	0.336	1.757141	0.590043	342.41	AMIGO1	adhesion molecule with Ig like domain 1
10006	1.14e-01	7.90e-02	0.286	-1.756581	-0.50311	1088.18	ABI1	abl interactor 1
105377616	1.14e-01	7.90e-02	0.711	1.756546	1.248085	44.31	LOC105377616	uncharacterized LOC105377616
205251	1.15e-01	7.90e-02	0.348	-1.756509	-0.6115	130.69	MTLN	mitoregulin
57763	1.15e-01	7.90e-02	0.17	-1.756423	-0.29911	266.48	ANKRA2	ankyrin repeat family A member 2
387119	1.15e-01	7.90e-02	0.272	1.756321	0.478282	870.49	CEP85L	centrosomal protein 85 like
110091776	1.15e-01	7.90e-02	0.845	1.756227	1.484367	10.82	LOC110091776	ankyrin repeat domain 18B pseudogene
51762	1.15e-01	7.91e-02	0.307	-1.756165	-0.538618	1737.77	RAB8B	RAB8B, member RAS oncogene family
107985681	1.15e-01	7.92e-02	0.641	1.755457	1.126116	7.48	LOC107985681	uncharacterized LOC107985681
102724339	1.15e-01	7.92e-02	1.053	1.755159	1.847418	7.44	CTB-30L5.1	uncharacterized CTB-30L5.1
5664	1.15e-01	7.93e-02	0.278	-1.755041	-0.487172	341.45	PSEN2	presenilin 2
105373383	1.15e-01	7.94e-02	0.321	1.754276	0.563745	17.67	LOC105373383	uncharacterized LOC105373383
102723166	1.15e-01	7.95e-02	0.38	-1.753868	-0.667028	12.08	STAM-DT	STAM divergent transcript
55751	1.15e-01	7.95e-02	0.218	-1.753699	-0.381567	1030.71	TMEM184C	transmembrane protein 184C
55663	1.15e-01	7.95e-02	0.242	-1.753719	-0.424162	202.19	ZNF446	zinc finger protein 446
11168	1.15e-01	7.95e-02	0.275	-1.753326	-0.481703	1595.71	PSIP1	PC4 and SRSF1 interacting protein 1
201514	1.15e-01	7.96e-02	0.194	-1.753129	-0.339749	419.09	ZNF584	zinc finger protein 584
5911	1.15e-01	7.96e-02	0.324	1.752789	0.567148	2619.18	RAP2A	RAP2A, member of RAS oncogene family
571	1.15e-01	7.96e-02	0.246	-1.752786	-0.430428	1825.16	BACH1	BTB domain and CNC homolog 1
100130155	1.15e-01	7.97e-02	0.884	-1.752374	-1.548851	247.3	MIR124-2HG	MIR124-2 host gene
171392	1.15e-01	7.97e-02	0.283	1.752233	0.495335	370.66	ZNF675	zinc finger protein 675
105374464	1.16e-01	7.98e-02	0.742	1.751888	1.299056	13.89	LINC03063	long intergenic non-protein coding RNA 3063
112942	1.16e-01	7.98e-02	0.151	-1.751608	-0.263923	500.19	CFAP36	cilia and flagella associated protein 36
401562	1.16e-01	7.99e-02	0.665	1.751455	1.164091	14.85	LCNL1	lipocalin like 1
80222	1.16e-01	7.99e-02	0.162	-1.751122	-0.283322	384.36	TARS2	threonyl-tRNA synthetase 2, mitochondrial
56246	1.16e-01	7.99e-02	0.224	1.751012	0.392732	49.84	MRAP	melanocortin 2 receptor accessory protein
3433	1.16e-01	8.00e-02	0.491	1.750706	0.859127	866.9	IFIT2	interferon induced protein with tetratricopeptide repeats 2
79668	1.16e-01	8.00e-02	0.364	1.750649	0.636473	626.81	PARP8	poly(ADP-ribose) polymerase family member 8
590	1.16e-01	8.00e-02	0.551	1.750499	0.964594	749.32	BCHE	butyrylcholinesterase
5422	1.16e-01	8.00e-02	0.237	-1.750516	-0.415215	801.27	POLA1	DNA polymerase alpha 1, catalytic subunit
79412	1.16e-01	8.01e-02	0.454	-1.749855	-0.794272	25.89	KREMEN2	kringle containing transmembrane protein 2
727764	1.16e-01	8.02e-02	0.49	1.749812	0.857037	174.57	MAFIP	MAFF interacting protein (pseudogene)
79088	1.16e-01	8.02e-02	0.216	-1.749681	-0.378429	1006.4	ZNF426	zinc finger protein 426
101929269	1.16e-01	8.02e-02	0.526	1.749342	0.920445	5.54	LOC101929269	uncharacterized LOC101929269
100874214	1.16e-01	8.02e-02	0.461	1.749257	0.806832	10	TM4SF19-AS1	TM4SF19 antisense RNA 1
55144	1.16e-01	8.04e-02	0.31	-1.748334	-0.541644	960.2	LRRC8D	leucine rich repeat containing 8 VRAC subunit D
55719	1.16e-01	8.05e-02	0.221	-1.747897	-0.386322	1470.81	SLF2	SMC5-SMC6 complex localization factor 2
105372268	1.16e-01	8.05e-02	0.439	1.747821	0.767165	12.42	LOC105372268	uncharacterized LOC105372268
841	1.17e-01	8.06e-02	0.317	-1.747351	-0.554139	311.09	CASP8	caspase 8
199857	1.17e-01	8.06e-02	0.154	1.747221	0.2686	222.89	ALG14	ALG14 UDP-N-acetylglucosaminyltransferase subunit
4976	1.17e-01	8.06e-02	0.208	-1.747122	-0.362919	2144.28	OPA1	OPA1 mitochondrial dynamin like GTPase
60386	1.17e-01	8.06e-02	0.251	1.747074	0.4384	115.8	SLC25A19	solute carrier family 25 member 19
582	1.17e-01	8.06e-02	0.239	-1.746972	-0.417697	557.98	BBS1	Bardet-Biedl syndrome 1
105369383	1.17e-01	8.07e-02	0.317	1.746749	0.554017	27.57	LOC105369383	uncharacterized LOC105369383
693140	1.17e-01	8.08e-02	0.206	1.745782	0.36007	33.33	MIR555	microRNA 555
100289509	1.17e-01	8.09e-02	0.476	1.745637	0.830814	23	KCNIP2-AS1	KCNIP2 antisense RNA 1
55833	1.17e-01	8.09e-02	0.177	-1.745259	-0.308084	683.25	UBAP2	ubiquitin associated protein 2
896	1.17e-01	8.10e-02	0.312	-1.744943	-0.544557	606.6	CCND3	cyclin D3
84504	1.17e-01	8.10e-02	0.521	-1.744674	-0.909746	189.03	NKX6-2	NK6 homeobox 2
105371654	1.17e-01	8.11e-02	1.033	1.744553	1.801268	7.61	LOC105371654	uncharacterized LOC105371654
9317	1.17e-01	8.11e-02	0.575	1.744125	1.003343	182.17	PTER	phosphotriesterase related
1187	1.17e-01	8.12e-02	0.881	1.743766	1.536647	8.78	CLCNKA	chloride voltage-gated channel Ka
7696	1.17e-01	8.12e-02	0.221	1.743701	0.385575	28.95	ZNF137P	zinc finger protein 137, pseudogene
101927193	1.17e-01	8.12e-02	0.693	1.743517	1.207678	222.99	CHL1-AS1	CHL1 antisense RNA 1
4062	1.17e-01	8.13e-02	0.726	1.743435	1.265274	123.82	LY6H	lymphocyte antigen 6 family member H
105374985	1.17e-01	8.13e-02	0.4	-1.743357	-0.696703	39.78	LOC105374985	
79844	1.17e-01	8.13e-02	0.417	1.743228	0.726842	111.14	ZDHHC11	zinc finger DHHC-type containing 11
83942	1.18e-01	8.13e-02	0.474	1.74303	0.825492	7.3	TSSK1B	testis specific serine kinase 1B
101929028	1.18e-01	8.14e-02	0.986	1.742486	1.717737	21.8	LOC101929028	uncharacterized LOC101929028
79078	1.18e-01	8.15e-02	0.151	-1.742079	-0.263397	283.22	C1orf50	chromosome 1 open reading frame 50
203197	1.18e-01	8.15e-02	0.247	1.742036	0.429583	373.63	TMEM268	transmembrane protein 268
6545	1.18e-01	8.16e-02	0.628	-1.741328	-1.092794	21.51	SLC7A4	solute carrier family 7 member 4
4524	1.18e-01	8.16e-02	0.217	-1.741229	-0.378707	527.22	MTHFR	methylenetetrahydrofolate reductase
111240474	1.18e-01	8.18e-02	0.396	1.740546	0.689058	95.56	CRYZL2P-SEC16B	CRYZL2P-SEC16B readthrough
105377303	1.18e-01	8.18e-02	0.684	1.740537	1.189779	50.89	PRDM8-AS1	PRDM8 antisense RNA 1
6445	1.18e-01	8.18e-02	0.449	1.740565	0.781439	19.55	SGCG	sarcoglycan gamma
54956	1.18e-01	8.18e-02	0.171	-1.740478	-0.297193	109.42	PARP16	poly(ADP-ribose) polymerase family member 16
65986	1.18e-01	8.18e-02	0.269	1.740213	0.468857	1353.22	ZBTB10	zinc finger and BTB domain containing 10
254187	1.18e-01	8.18e-02	0.759	-1.740135	-1.320776	10.3	TSGA10IP	testis specific 10 interacting protein
716	1.18e-01	8.19e-02	0.569	1.740004	0.990002	2273.5	C1S	complement C1s
107984128	1.18e-01	8.20e-02	0.565	1.739357	0.982011	16.6	LOC107984128	uncharacterized LOC107984128
503640	1.18e-01	8.20e-02	0.458	1.739073	0.796149	11.9	ARGFXP2	arginine-fifty homeobox pseudogene 2
26039	1.19e-01	8.21e-02	0.195	-1.738565	-0.339789	418.88	SS18L1	SS18L1 subunit of BAF chromatin remodeling complex
101928119	1.19e-01	8.22e-02	0.235	-1.738299	-0.40804	28.08	LOC101928119	uncharacterized LOC101928119
60370	1.19e-01	8.22e-02	0.519	-1.738274	-0.901752	126.29	AVPI1	arginine vasopressin induced 1
80347	1.19e-01	8.22e-02	0.239	-1.73813	-0.415562	379.41	COASY	Coenzyme A synthase
100129726	1.19e-01	8.22e-02	0.357	1.737983	0.620432	41.1	LINC01126	long intergenic non-protein coding RNA 1126
105371433	1.19e-01	8.24e-02	0.417	-1.737187	-0.724956	11.79	LINC02988	long intergenic non-protein coding RNA 2988
105370833	1.19e-01	8.24e-02	0.278	1.737024	0.483737	12.38	LINC03065	long intergenic non-protein coding RNA 3065
107984626	1.19e-01	8.24e-02	1.233	1.736967	2.141594	7.88	LOC107984626	uncharacterized LOC107984626
200933	1.19e-01	8.26e-02	0.18	1.735884	0.312479	501.19	FBXO45	F-box protein 45
9867	1.19e-01	8.26e-02	0.237	1.735855	0.410866	6499.26	PJA2	praja ring finger ubiquitin ligase 2
641364	1.19e-01	8.26e-02	0.48	-1.735824	-0.832634	153.31	SLC7A11-AS1	SLC7A11 antisense RNA 1
10102	1.19e-01	8.26e-02	0.572	1.73575	0.992407	829.89	TSFM	Ts translation elongation factor, mitochondrial
7051	1.19e-01	8.26e-02	0.501	-1.735606	-0.868713	16.92	TGM1	transglutaminase 1
100874085	1.19e-01	8.26e-02	0.258	-1.73562	-0.447515	250.59	NUCB1-AS1	NUCB1 antisense RNA 1
57502	1.19e-01	8.28e-02	0.53	-1.734649	-0.91868	1724.21	NLGN4X	neuroligin 4 X-linked
440465	1.20e-01	8.29e-02	0.249	-1.73406	-0.43205	368.2	BAIAP2-DT	BAIAP2 divergent transcript
6659	1.20e-01	8.30e-02	0.491	-1.73371	-0.850476	2317.63	SOX4	SRY-box transcription factor 4
54969	1.20e-01	8.30e-02	0.198	-1.733569	-0.343314	235.21	HPF1	histone PARylation factor 1
50809	1.20e-01	8.30e-02	0.183	-1.733489	-0.316878	3049.97	HP1BP3	heterochromatin protein 1 binding protein 3
90075	1.20e-01	8.31e-02	0.226	1.733024	0.391173	135.79	ZNF30	zinc finger protein 30
238	1.20e-01	8.33e-02	0.542	-1.732093	-0.938908	314.83	ALK	ALK receptor tyrosine kinase
121512	1.20e-01	8.33e-02	0.306	-1.73208	-0.529622	1512.44	FGD4	FYVE, RhoGEF and PH domain containing 4
7164	1.20e-01	8.33e-02	0.537	1.731703	0.930401	208.93	TPD52L1	TPD52 like 1
102724508	1.20e-01	8.34e-02	0.54	1.731389	0.935704	8.07	EFCAB13-DT	EFCAB13 divergent transcript
90632	1.20e-01	8.35e-02	0.951	-1.730858	-1.646805	21.63	LINC00473	long intergenic non-protein coding RNA 473
388228	1.21e-01	8.36e-02	0.556	-1.730163	-0.962012	243.93	SBK1	SH3 domain binding kinase 1
105378726	1.21e-01	8.37e-02	0.369	-1.729744	-0.638441	87.78	LOC105378726	uncharacterized LOC105378726
9997	1.21e-01	8.37e-02	0.316	-1.729688	-0.546741	131.19	SCO2	synthesis of cytochrome C oxidase 2
105373914	1.21e-01	8.37e-02	0.963	1.729615	1.666245	6.31	LOC105373914	uncharacterized LOC105373914
100499484	1.21e-01	8.37e-02	0.306	1.729602	0.529278	54.27	SUGT1P4-STRA6LP	SUGT1P4-STRA6LP readthrough
389692	1.21e-01	8.37e-02	0.643	1.729537	1.111466	6.41	MAFA	MAF bZIP transcription factor A
112268166	1.21e-01	8.38e-02	0.266	-1.728884	-0.459058	55.87	LOC112268166	
105369819	1.21e-01	8.38e-02	0.527	1.728835	0.911614	12.08	LOC105369819	uncharacterized LOC105369819
80852	1.21e-01	8.39e-02	0.37	-1.728649	-0.639867	292.38	GRIP2	glutamate receptor interacting protein 2
8099	1.21e-01	8.39e-02	0.299	-1.728543	-0.516681	1893.34	CDK2AP1	cyclin dependent kinase 2 associated protein 1
107985875	1.21e-01	8.40e-02	0.262	1.728125	0.453304	27.08	LOC107985875	
64062	1.21e-01	8.40e-02	0.211	-1.728131	-0.364873	1384.72	RBM26	RNA binding motif protein 26
51268	1.21e-01	8.41e-02	0.58	1.727365	1.002586	515.54	PIPOX	pipecolic acid and sarcosine oxidase
2967	1.21e-01	8.41e-02	0.186	-1.727206	-0.321117	597.98	GTF2H3	general transcription factor IIH subunit 3
7704	1.21e-01	8.42e-02	0.565	1.726836	0.976162	1243.4	ZBTB16	zinc finger and BTB domain containing 16
54884	1.21e-01	8.42e-02	0.281	-1.726591	-0.485625	760.41	RETSAT	retinol saturase
9518	1.21e-01	8.42e-02	0.577	-1.726587	-0.996921	101.72	GDF15	growth differentiation factor 15
79573	1.21e-01	8.43e-02	0.173	-1.726182	-0.299397	454.26	TTC13	tetratricopeptide repeat domain 13
11162	1.21e-01	8.43e-02	0.288	-1.726017	-0.49704	196.15	NUDT6	nudix hydrolase 6
414300	1.21e-01	8.43e-02	0.422	1.726005	0.727543	9.1	LOC414300	uncharacterized LOC414300
7779	1.22e-01	8.46e-02	0.249	1.724798	0.428623	1163.3	SLC30A1	solute carrier family 30 member 1
23304	1.22e-01	8.46e-02	0.175	-1.724482	-0.302033	1448.76	UBR2	ubiquitin protein ligase E3 component n-recognin 2
105376001	1.22e-01	8.46e-02	0.524	1.7245	0.903713	46.01	LOC105376001	replaced by ID 79817
197257	1.22e-01	8.46e-02	0.318	1.724472	0.54773	88.71	LDHD	lactate dehydrogenase D
222699	1.22e-01	8.47e-02	0.301	1.724206	0.518798	45.49	TOB2P1	transducer of ERBB2, 2 pseudogene 1
5336	1.22e-01	8.47e-02	0.294	1.724111	0.507636	3835.04	PLCG2	phospholipase C gamma 2
23152	1.22e-01	8.47e-02	0.285	1.724118	0.492175	1433.66	CIC	capicua transcriptional repressor
124790	1.22e-01	8.47e-02	0.162	-1.723913	-0.279389	114.26	HEXIM2	HEXIM P-TEFb complex subunit 2
90874	1.22e-01	8.48e-02	0.281	-1.723632	-0.484045	192.98	ZNF697	zinc finger protein 697
641339	1.22e-01	8.48e-02	0.175	1.723653	0.301903	173.27	ZNF674	zinc finger protein 674
340562	1.22e-01	8.48e-02	0.212	1.723249	0.365161	53.51	SATL1	spermidine/spermine N1-acetyl transferase like 1
2280	1.22e-01	8.49e-02	0.248	-1.723204	-0.42682	1284.91	FKBP1A	FKBP prolyl isomerase 1A
57325	1.22e-01	8.49e-02	0.187	-1.722919	-0.321478	477.89	KAT14	lysine acetyltransferase 14
10734	1.22e-01	8.49e-02	0.32	1.722855	0.551928	449.41	STAG3	stromal antigen 3
22837	1.22e-01	8.50e-02	0.343	-1.722543	-0.591288	560.86	COBLL1	cordon-bleu WH2 repeat protein like 1
677792	1.22e-01	8.50e-02	0.317	-1.722376	-0.546456	10.11	SNORA1	small nucleolar RNA, H/ACA box 1
4986	1.23e-01	8.51e-02	0.862	1.721581	1.484171	31.76	OPRK1	opioid receptor kappa 1
100874094	1.23e-01	8.52e-02	0.315	1.721391	0.541838	14.11	ZNF197-AS1	ZNF197 antisense RNA 1
2256	1.23e-01	8.52e-02	0.388	1.721373	0.667048	315.31	FGF11	fibroblast growth factor 11
80025	1.23e-01	8.52e-02	0.158	-1.721097	-0.271391	1134.07	PANK2	pantothenate kinase 2
55759	1.23e-01	8.52e-02	0.184	-1.721007	-0.31638	615.64	WDR12	WD repeat domain 12
171546	1.23e-01	8.53e-02	0.259	1.720751	0.44579	363.03	SPTSSA	serine palmitoyltransferase small subunit A
7146	1.23e-01	8.54e-02	0.47	1.720398	0.808563	73.54	TNXA	tenascin XA (pseudogene)
100151684	1.23e-01	8.54e-02	0.296	1.720433	0.509034	25.85	RNU6ATAC	RNA, U6atac small nuclear
25799	1.23e-01	8.54e-02	0.215	-1.720397	-0.370675	410.25	ZNF324	zinc finger protein 324
102724858	1.23e-01	8.54e-02	1.082	1.720315	1.861765	9.46	LOC102724858	uncharacterized LOC102724858
102466747	1.23e-01	8.55e-02	0.473	-1.719859	-0.8138	4.66	MIR6840	microRNA 6840
57104	1.23e-01	8.55e-02	0.339	-1.719389	-0.583462	264.03	PNPLA2	patatin like phospholipase domain containing 2
79577	1.23e-01	8.56e-02	0.215	1.719138	0.369644	1158.97	CDC73	cell division cycle 73
100131193	1.23e-01	8.56e-02	0.28	-1.718902	-0.481409	33.55	CCDC183-AS1	CCDC183 antisense RNA 1
107984292	1.23e-01	8.58e-02	0.564	1.71806	0.969518	45.44	LOC107984292	
91746	1.24e-01	8.59e-02	0.154	-1.717304	-0.264229	1264.39	YTHDC1	YTH domain containing 1
8790	1.24e-01	8.59e-02	0.279	1.717173	0.478453	394.09	FPGT	fucose-1-phosphate guanylyltransferase
105372180	1.24e-01	8.59e-02	0.53	1.717185	0.910843	10.51	LOC105372180	uncharacterized LOC105372180
54841	1.24e-01	8.60e-02	0.243	-1.71679	-0.417957	366.73	BIVM	basic, immunoglobulin-like variable motif containing
11174	1.24e-01	8.61e-02	0.395	-1.716211	-0.678488	387.02	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6
7280	1.24e-01	8.61e-02	0.376	-1.716237	-0.644728	4008.49	TUBB2A	tubulin beta 2A class IIa
27123	1.24e-01	8.61e-02	0.457	1.716178	0.784609	25.92	DKK2	dickkopf WNT signaling pathway inhibitor 2
146330	1.24e-01	8.62e-02	0.591	1.716037	1.013624	548.6	FBXL16	F-box and leucine rich repeat protein 16
101928451	1.24e-01	8.62e-02	0.198	1.715983	0.339305	538.26	LOC101928451	
285782	1.24e-01	8.62e-02	0.607	1.71568	1.041737	12.71	CAGE1	cancer antigen 1
30837	1.24e-01	8.62e-02	0.196	-1.715599	-0.335413	805.91	SOCS7	suppressor of cytokine signaling 7
107984581	1.24e-01	8.64e-02	0.667	1.714817	1.142955	189.44	LOC107984581	
125050	1.24e-01	8.64e-02	0.279	1.714643	0.47819	1256665.76	RN7SK	RNA component of 7SK nuclear ribonucleoprotein
57231	1.24e-01	8.65e-02	0.215	-1.71411	-0.369087	1340.37	SNX14	sorting nexin 14
646658	1.24e-01	8.66e-02	0.378	1.713858	0.647315	26.64	SYNDIG1L	synapse differentiation inducing 1 like
105373928	1.24e-01	8.66e-02	0.899	1.713736	1.540264	6.64	LOC105373928	uncharacterized LOC105373928
255919	1.25e-01	8.68e-02	0.196	-1.712532	-0.336487	254.73	CNEP1R1	CTD nuclear envelope phosphatase 1 regulatory subunit 1
400322	1.25e-01	8.68e-02	0.331	-1.712476	-0.566014	1033.97	HERC2P2	HERC2 pseudogene 2
5037	1.25e-01	8.68e-02	0.266	-1.712361	-0.456151	4279.29	PEBP1	phosphatidylethanolamine binding protein 1
55102	1.25e-01	8.70e-02	0.207	-1.711664	-0.354916	1374.26	ATG2B	autophagy related 2B
100132077	1.25e-01	8.70e-02	0.478	1.711469	0.81819	10.2	LOC100132077	uncharacterized LOC100132077
153241	1.25e-01	8.71e-02	0.179	-1.710846	-0.30649	643.44	CEP120	centrosomal protein 120
107986253	1.25e-01	8.72e-02	0.466	1.710577	0.796445	7.83	LOC107986253	
6752	1.25e-01	8.72e-02	0.519	1.710457	0.888282	204.99	SSTR2	somatostatin receptor 2
100128176	1.25e-01	8.72e-02	0.357	1.710412	0.611427	30.28	UST-AS1	UST antisense RNA 1
773	1.25e-01	8.72e-02	0.509	1.710358	0.871132	359.97	CACNA1A	calcium voltage-gated channel subunit alpha1 A
100216001	1.25e-01	8.72e-02	0.77	1.710264	1.316567	7.12	MANCR	mitotically associated long non coding RNA
3037	1.25e-01	8.73e-02	0.576	1.709929	0.984256	542.34	HAS2	hyaluronan synthase 2
29984	1.25e-01	8.73e-02	0.78	-1.709815	-1.333857	33.9	RHOD	ras homolog family member D
284695	1.25e-01	8.73e-02	0.224	1.709778	0.38256	639.33	ZNF326	zinc finger protein 326
2986	1.25e-01	8.73e-02	0.834	1.709569	1.426377	10.56	GUCY2F	guanylate cyclase 2F, retinal
107985200	1.25e-01	8.74e-02	0.47	-1.709484	-0.803775	25.83	LOC107985200	uncharacterized LOC107985200
105370819	1.25e-01	8.74e-02	0.512	1.709431	0.874755	12.04	LOC105370819	uncharacterized LOC105370819
10610	1.26e-01	8.76e-02	0.348	1.708393	0.594614	55.21	ST6GALNAC2	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2
7547	1.26e-01	8.76e-02	0.699	-1.708097	-1.194521	26.97	ZIC3	Zic family member 3
101928760	1.26e-01	8.76e-02	0.508	1.707969	0.868111	9.95	LOC101928760	uncharacterized LOC101928760
54468	1.26e-01	8.77e-02	0.236	1.7079	0.403403	795.42	MIOS	meiosis regulator for oocyte development
6709	1.26e-01	8.77e-02	0.214	1.707895	0.364753	11873.34	SPTAN1	spectrin alpha, non-erythrocytic 1
127	1.26e-01	8.77e-02	0.542	-1.707751	-0.925506	16.71	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide
103752555	1.26e-01	8.77e-02	0.401	1.707601	0.685457	7.93	SPATA17-AS1	SPATA17 antisense RNA 1
84267	1.26e-01	8.77e-02	0.516	1.707521	0.880656	284.07	C9orf64	chromosome 9 open reading frame 64
80271	1.26e-01	8.78e-02	0.265	1.707032	0.4532	508.34	ITPKC	inositol-trisphosphate 3-kinase C
165324	1.26e-01	8.78e-02	0.174	-1.706965	-0.296217	622.88	UBXN2A	UBX domain protein 2A
643836	1.26e-01	8.79e-02	0.201	-1.706546	-0.343722	635.54	ZFP62	ZFP62 zinc finger protein
112268460	1.26e-01	8.79e-02	0.349	-1.706485	-0.595591	39.09	LOC112268460	uncharacterized LOC112268460
282679	1.26e-01	8.79e-02	0.221	1.706373	0.376579	69.74	AQP11	aquaporin 11
2971	1.26e-01	8.80e-02	0.195	-1.706115	-0.333174	969.68	GTF3A	general transcription factor IIIA
22835	1.26e-01	8.80e-02	0.237	1.706057	0.40473	638.34	ZFP30	ZFP30 zinc finger protein
4306	1.26e-01	8.80e-02	0.521	-1.706026	-0.88903	429.75	NR3C2	nuclear receptor subfamily 3 group C member 2
440359	1.26e-01	8.80e-02	0.457	-1.705927	-0.779855	6.94	YBX3P1	Y-box binding protein 3 pseudogene 1
105370203	1.26e-01	8.80e-02	0.27	-1.705867	-0.460166	9.1	LOC105370203	uncharacterized LOC105370203
101927740	1.26e-01	8.81e-02	0.68	-1.705698	-1.159039	11.23	LINC02202	long intergenic non-protein coding RNA 2202
139728	1.26e-01	8.81e-02	0.64	1.705436	1.092032	77.51	PNCK	pregnancy up-regulated nonubiquitous CaM kinase
105374179	1.26e-01	8.82e-02	0.601	1.705169	1.024783	22.72	LOC105374179	uncharacterized LOC105374179
8332	1.26e-01	8.82e-02	0.541	-1.705182	-0.923143	887.48	H2AC16	H2A clustered histone 16
